ᐊᖑᓇᓱᒃᑕᐅᔪᓐᓇᖅᑐᑦ	ᐊᖑ@ᓇᓱᒃ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᐃᑲᔪᕈᑕᐅᔪᓐ	ᐃᑲᔪ@ᕈᑕ@ᐅ@ᔪᓐ
ᖃᓄᖏᓛᖅ	ᖃᓄ@ᖏ@ᓛᖅ
ᖃᐅᔨᒪᔭᑐᖃᓕᕆᕝᕕᖓᑦ	ᖃᐅᔨᒪ@ᔭ@ᑐᖃ@ᓕᕆ@ᕝᕕ@ᖓᑦ
ᓈᒻᒪᒍᓱᙱᓐᓂᖅ	ᓈᒻᒪ@ᒍᓱ@ᙱᓐ@ᓂᖅ
ᐊᐅᓚᑦᑎᔨᐅᔪᒪᕗᑦ	ᐊᐅᓚᑦ@ᑎ@ᔨ@ᐅ@ᔪᒪ@ᕗᑦ
ᐱᓕᕆᖃᑎᖃᖅᐸᒻᒪᑕ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃᖅ@ᐸᒻ@ᒪᑕ
ᑭᐅᔪᓐᓇᕋᑖᕋᕕᑦ	ᑭᐅ@ᔪᓐᓇ@ᕋᑖ@ᕋᕕᑦ
ᑕᐃᒪᐃᑦᑐᓐᓇᕐᒥᔪᒍᑦ	ᑕᐃᒪᐃᑦ@ᑐᓐᓇᕐ@ᒥ@ᔪᒍᑦ
ᐊᐅᓚᑦᑎᕙᒻᒪᖔᑕᓗ	ᐊᐅᓚᑦ@ᑎ@ᕙᒻ@ᒪᖔᑕ@ᓗ
ᖃᐅᔨᒪᓕᕋᓱᐊᖃᑎᖃᕐᓗᑎᑦ	ᖃᐅᔨᒪ@ᓕ@ᕋᓱᐊ@ᖃᑎ@ᖃᕐ@ᓗᑎᑦ
ᐃᓕᖅᑯᓯᐅᒧᑦ	ᐃᓕᖅᑯᓯ@ᐅ@ᒧᑦ
ᓴᓇᔭᔅᓴᒧᑦ	ᓴᓇ@ᔭ@ᔅᓴ@ᒧᑦ
ᐋᖅᑭᔅᓱᐃᕙᓪᓕᐊᓕᖅᑐᒍᑦ	ᐋᖅᑭᔅ@ᓱ@ᐃ@ᕙᓪᓕᐊ@ᓕᖅ@ᑐᒍᑦ
ᐊᒡᓚᒡᕕᖃᙱᑦᑐᑦ	ᐊᒡᓚᒡ@ᕕ@ᖃ@ᙱᑦ@ᑐᑦ
ᕿᓂᓕᕈᑎᒃ	ᕿᓂ@ᓕ@ᕈᑎᒃ
ᖃᑦᓯᑲᓪᓚᓂ	ᖃᑦᓯ@ᑲ@ᓪᓚ@ᓂ
ᑭᒡᒐᖅᑐᐃᔪᓂᑦ	ᑭᒡᒐᖅ@ᑐ@ᐃ@ᔪ@ᓂᑦ
ᐃᓚᒋᔭᐅᒐᔪᖕᒪᑕ	ᐃᓚ@ᒋ@ᔭ@ᐅ@ᒐᔪᖕ@ᒪᑕ
ᖃᐅᔨᒪᓕᕐᓱᓯ	ᖃᐅᔨᒪ@ᓕᕐ@ᓱ@ᓯ
ᐱᓕᕆᖃᑎᖃᖃᑦᑕᕐᒥᔪᒍᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᖃᑦᑕᕐ@ᒥ@ᔪᒍᑦ
ᐊᐱᕆᔪᒪᕕᑦ	ᐊᐱᕆ@ᔪᒪ@ᕕᑦ
ᐱᕙᓪᓕᐊᔪᓕᕆᕙᒻᒪᑕ	ᐱ@ᕙᓪᓕᐊ@ᔪ@ᓕᕆ@ᕙᒻ@ᒪᑕ
ᓴᓇᔭᐅᔪᖃᓚᐅᕐᒪᑦ	ᓴᓇ@ᔭ@ᐅ@ᔪ@ᖃ@ᓚᐅᕐ@ᒪᑦ
ᐱᓕᕆᕝᕕᐊᓂᒃ	ᐱ@ᓕᕆ@ᕝᕕ@ᐊᓂᒃ
ᐊᐱᖅᓱᓕᕋᐃᒻᒪᑕ	ᐊᐱᖅ@ᓱ@ᓕᕋᐃ@ᒻᒪᑕ
ᓴᓇᔭᒃᓴᖃᕈᓐᓇᕐᒪᖔᑕ	ᓴᓇ@ᔭ@ᒃᓴ@ᖃ@ᕈᓐᓇᕐ@ᒪᖔᑕ
ᐃᓄᓕᕆᓂᕐᒧᓐ	ᐃᓄ@ᓕᕆ@ᓂᕐ@ᒧᓐ
ᖃᐅᔨᒪᔪᒻᒪᕆᐅᔪᓄᑦ	ᖃᐅᔨᒪ@ᔪ@ᒻᒪᕆ@ᐅ@ᔪ@ᓄᑦ
ᑲᒥᓴᓇᒧᓐ	ᑲᒥᓴᓇ@ᒧᓐ
ᐃᒡᓗᖃᕋᓱᐊᕐᓂᕐᒧᑦ	ᐃᒡᓗ@ᖃ@ᕋᓱᐊᕐ@ᓂᕐ@ᒧᑦ
ᐱᙳᐊᕐᕕᒃ	ᐱ@ᙳᐊᕐ@ᕕᒃ
ᑖᒃᑯᓄᖓᓕᕆᔪᓄᑦ	ᑖᒃᑯ@ᓄᖓ@ᓕᕆ@ᔪ@ᓄᑦ
ᐅᖃᖅᑎᖁᒍᕕᐅᒃ	ᐅᖃᖅ@ᑎ@ᖁ@ᒍᕕᐅᒃ
ᑕᖅᑭᑕᒫᒧᑦ	ᑕᖅᑭ@ᑕᒫ@ᒧᑦ
ᐃᑲᔪᕋᓱᖃᑦᑕᕐᒪᑕ	ᐃᑲᔪ@ᕋᓱ@ᖃᑦᑕᕐ@ᒪᑕ
ᐊᔪᕈᓐᓃᖅᓴᐅᖁᑕᐅᒻᒪᑦ	ᐊᔪ@ᕈᓐᓃᖅ@ᓴ@ᐅ@ᖁᑕ@ᐅ@ᒻᒪᑦ
ᖁᓪᓗᕐᑐᕐᒥᐅᑕᐅᔪᑦ	ᖁᓪᓗᕐ@ᑐᕐ@ᒥᐅᑕ@ᐅ@ᔪᑦ
ᐅᕝᕙᐅᓪᓗᓂ	ᐅᕝᕙ@ᐅ@ᓪᓗᓂ
ᖃᐅᔨᓴᕋᓱᒃᑯᑦᑕ	ᖃᐅᔨ@ᓴ@ᕋᓱᒃ@ᑯᑦᑕ
ᐊᐱᕆᖃᑦᑕᕐᓂᖅ	ᐊᐱᕆ@ᖃᑦᑕᕐ@ᓂᖅ
ᓱᕋᑉᐸᑦᑐᑦ	ᓱᕋᑉ@ᐸᑦ@ᑐᑦ
ᐊᔾᔨᒋᙱᑐᐃᓐᓇᕆᐊᖃᖅᐸᐅᒃ	ᐊᔾᔨ@ᒋ@ᙱ@ᑐᐃᓐᓇᕆᐊᖃᖅ@ᐸᐅᒃ
ᐱᓱᒃᓯᓐᓇᕐᓗᓂ	ᐱᓱᒃ@ᓯ@ᓐᓇᕐ@ᓗᓂ
ᐸᕐᓇᐃᐸᓪᓕᐊᔪᒪᕗᒍᑦ	ᐸᕐᓇ@ᐃ@ᐸᓪᓕᐊ@ᔪᒪ@ᕗᒍᑦ
ᑕᐃᔭᒃᓴᖃᕋᒪ	ᑕᐃ@ᔭ@ᒃᓴ@ᖃ@ᕋᒪ
ᑕᐃᒪᐅᒻᒥᖕᒪᑕ	ᑕᐃᒪ@ᐅ@ᒻᒥ@ᖕᒪᑕ
ᐃᖏᕐᕋᕕᖃᕐᐸᓪᓕᐊᑎᓪᓗᒋᑦ	ᐃᖏᕐᕋ@ᕕ@ᖃᕐ@ᐸᓪᓕᐊ@ᑎᓪᓗᒋᑦ
ᓴᓇᕕᐅᒻᒪᑦ	ᓴᓇ@ᕕ@ᐅ@ᒻᒪᑦ
ᒐᕙᒪᒥᑦ	ᒐᕙᒪ@ᒥᑦ
ᐊᑦᑐᖅᑕᐅᒐᓱᒻᒪᑕ	ᐊᑦᑐᖅ@ᑕ@ᐅ@ᒐᓱᒻ@ᒪᑕ
ᐅᓪᓗᕆᔭᖓᓄᑦ	ᐅᓪᓗ@ᕆ@ᔭ@ᖓᓄᑦ
ᓄᑲᕆᕙᖏᒃ	ᓄᑲ@ᕆ@ᕙᖏᒃ
ᐃᑲᔪᕐᓂᖓᓄᑦ	ᐃᑲᔪᕐ@ᓂ@ᖓᓄᑦ
ᐱᔪᓐᓇᕋᓂ	ᐱ@ᔪᓐᓇ@ᕋᓂ
ᐊᓐᓂᐊᕕᖓᓂᑦ	ᐊᓐᓂ@ᐊ@ᕕ@ᖓᓂᑦ
ᑕᐃᒪᐃᑦᑐᓐᓇᕈᒪ	ᑕᐃᒪᐃᑦ@ᑐᓐᓇ@ᕈᒪ
ᐱᓕᕆᒍᒪᔪᓄᑦ	ᐱ@ᓕᕆ@ᒍᒪ@ᔪ@ᓄᑦ
ᓇᓗᓇᐃᕈᒪᒻᒥᔭᕋ	ᓇᓗᓇ@ᐃ@ᕈᒪ@ᒻᒥ@ᔭᕋ
ᖁᔭᒋᔭᐅᓚᐅᖅᑐᑦ	ᖁᔭ@ᒋ@ᔭ@ᐅ@ᓚᐅᖅ@ᑐᑦ
ᑲᔪᓯᔪᓐᓇᕐᒪᖔᑦᑕ	ᑲᔪᓯ@ᔪᓐᓇᕐ@ᒪᖔᑦᑕ
ᐱᔭᐅᔪᓐᓇᕆᕙᑦ	ᐱ@ᔭ@ᐅ@ᔪᓐᓇ@ᕆ@ᕙᑦ
ᐱᕋᔭᑦᑐᒥᓂᕐᒥᑦ	ᐱ@ᕋ@ᔭᑦ@ᑐ@ᒥᓂᕐ@ᒥᑦ
ᓯᕗᓪᓕᐅᔪᒥᒃ	ᓯᕗ@ᓪᓕ@ᐅ@ᔪ@ᒥᒃ
ᐅᖅᓱᖃᐅᑎᒃ	ᐅᖅᓱ@ᖃ@ᐅᑎᒃ
ᑐᑭᖓᓂᒃ	ᑐᑭ@ᖓᓂᒃ
ᕿᒥᕐᕈᔪᓐᓇᓯᒻᒥᔪᒍᑦ	ᕿᒥᕐᕈ@ᔪᓐᓇ@ᓯ@ᒻᒥ@ᔪᒍᑦ
ᓴᖅᑭᑦᑎᔪᓐᓇᕐᓗᑎᑦ	ᓴᖅᑭᑦ@ᑎ@ᔪᓐᓇᕐ@ᓗᑎᑦ
ᐃᓕᖅᑯᓯᖓᓄᑦ	ᐃᓕᖅᑯᓯ@ᖓᓄᑦ
ᐊᒻᒧᖔᕐᓘᓐᓃᑦ	ᐊᒻᒧ@ᖔᕐ@ᓘᓐᓃᑦ
ᓇᑦᓯᕝᕕᒃ	ᓇᑦᓯᕝ@ᕕᒃ
ᓂᕿᒋᔭᐅᔪᓄᑦ	ᓂᕿ@ᒋ@ᔭ@ᐅ@ᔪ@ᓄᑦ
ᑕᓪᓕᒪᒋᔭᖓᓂᑦ	ᑕᓪᓕᒪ@ᒋ@ᔭ@ᖓᓂᑦ
ᓈᒻᒪᒋᑦᑎᐊᖅᑐᒍᓗ	ᓈᒻᒪ@ᒋ@ᑦᑎᐊᖅ@ᑐ@ᒍᓗ
ᐊᑐᕈᓂᐅᒃ	ᐊᑐ@ᕈᓂᐅᒃ
ᐊᐱᖅᓱᕈᒪᒻᒪᑕ	ᐊᐱᖅ@ᓱ@ᕈᒪ@ᒻᒪᑕ
ᓵᓚᒃᓴᑲᓴᓚᐅᖅᑐᑦ	ᓵᓚ@ᒃᓴ@ᑲᓴ@ᓚᐅᖅ@ᑐᑦ
ᐅᕕᓂᓕᕆᔨᒥᑦ	ᐅᕕᓂ@ᓕᕆ@ᔨ@ᒥᑦ
ᓯᕕᒃ	ᓯᕕᒃ
ᐋᔨᖃᑎᖃᕋᓱᐊᖅᑐᒍᑦ	ᐋ@ᔨ@ᖃᑎ@ᖃ@ᕋᓱᐊᖅ@ᑐᒍᑦ
ᐅᕙᖓᓄ	ᐅᕙᖓ@ᓄ
ᓇᓄᕐᒧᑦ	ᓇᓄᕐ@ᒧᑦ
ᐊᔾᔨᒋᙱᒻᒪᕆᑦᑐᓂᐅᒃ	ᐊᔾᔨ@ᒋ@ᙱ@ᒻᒪᕆᑦ@ᑐᓂᐅᒃ
ᓄᖃᖓᓚᐅᐱᓪᓚᑦᑕ	ᓄ@ᖃ@ᖓ@ᓚᐅ@ᐱᓪᓚᑦ@ᑕ
ᑰᖓᓄᑦ	ᑰ@ᖓᓄᑦ
ᐃᓱᒪᒋᔪᓐᓇᖅᐱᐅᒃ	ᐃᓱᒪ@ᒋ@ᔪᓐᓇᖅ@ᐱᐅᒃ
ᒐᕙᒪᖃᖅᐸᓪᓕᐊᓂᕐᒧᑦ	ᒐᕙᒪ@ᖃᖅ@ᐸᓪᓕᐊ@ᓂᕐ@ᒧᑦ
ᐋᖅᑭᒋᐊᕆᖕᒥᔪᖅ	ᐋᖅᑭ@ᒋᐊ@ᕆ@ᖕᒥ@ᔪᖅ
ᐅᖓᓕᖅᑕᐅᓪᓗᓂᓗ	ᐅᖓ@ᓕᖅ@ᑕ@ᐅ@ᓪᓗᓂ@ᓗ
ᑕᒪᑐᒧᖓᓕᐊᖓᔪᑦ	ᑕᒪᑐ@ᒧᖓ@ᓕᐊ@ᖓ@ᔪᑦ
ᒪᓕᓲᖅ	ᒪᓕ@ᓲᖅ
ᐱᕐᔪᐊᒻᒪᕆᐅᒻᒪᑦ	ᐱ@ᕐᔪᐊ@ᒻᒪᕆ@ᐅ@ᒻᒪᑦ
ᐃᑲᔪᕈᒪᕗᑦ	ᐃᑲᔪ@ᕈᒪ@ᕗᑦ
ᐊᙵᓕᒃ	ᐊᙵ@ᓕᒃ
ᑕᒪᑦᓱᒥᖓ	ᑕᒪᑦᓱ@ᒥᖓ
ᕿᓪᓚᒃ	ᕿᓪᓚᒃ
ᑕᑯᒋᐊᖅᑕᐅᓪᓗᓂ	ᑕᑯ@ᒋᐊᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᓵᓚᔅᓴᕋᓱᒃᑎᓪᓗᒍ	ᓵᓚ@ᔅᓴ@ᕋᓱᒃ@ᑎᓪᓗᒍ
ᐅᓂᒃᑳᓕᐊᕆᔭᐅᔪᒫᖅᑐᑦ	ᐅᓂᒃᑳ@ᓕᐊ@ᕆ@ᔭ@ᐅ@ᔪᒫᖅ@ᑐᑦ
ᐅᓄᕐᓂᖅᓴᐅᒃᐸᑦ	ᐅᓄᕐ@ᓂᖅᓴ@ᐅ@ᒃᐸᑦ
ᐃᑲᔪᖅᑐᐃᕙᒻᒪᖔᖅ	ᐃᑲᔪᖅ@ᑐ@ᐃ@ᕙᒻ@ᒪᖔᖅ
ᕿᒥᕐᕈᐊᕐᓂᕐᒧᑦ	ᕿᒥᕐᕈ@ᐊᕐ@ᓂᕐ@ᒧᑦ
ᖃᖏᖅᓯᓪᓗᓂ	ᖃᖏᖅ@ᓯ@ᓪᓗᓂ
ᐅᒃᐱᕆᔪᓐᓇᖅᑕᕋ	ᐅᒃᐱᕆ@ᔪᓐᓇᖅ@ᑕ@ᕋ
ᖃᐅᔨᒋᐊᕈᓐᓇᕆᕙᕋ	ᖃᐅᔨ@ᒋᐊ@ᕈᓐᓇ@ᕆ@ᕙᕋ
ᑐᐊᕕᕐᓇᖅᑐᑕᖃᓚᐅᕐᒥᒻᒪᑦ	ᑐᐊᕕᕐ@ᓇᖅ@ᑐ@ᑕᖃ@ᓚᐅᕐ@ᒥ@ᒻᒪᑦ
ᐃᓱᒪᒋᔭᐅᔪᒥᑦ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅ@ᔪ@ᒥᑦ
ᓯᕗᓪᓕᐅᒻᒪᑕ	ᓯᕗ@ᓪᓕ@ᐅ@ᒻᒪᑕ
ᐃᕐᖑᑕᒪ	ᐃᕐᖑᑕ@ᒪ
ᐃᓚᖓᒡᒎᖅ	ᐃᓚ@ᖓᒡ@ᒎᖅ
ᐅᖃᖅᑐᒥᓂᐅᓇᕋᖅᑕᐅᓪᓗᓂ	ᐅᖃᖅ@ᑐ@ᒥᓂ@ᐅ@ᓇ@ᕋᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᐱᓇᓱᐊᕈᓯ	ᐱᓇᓱᐊᕈᓯ
ᐃᒪᓐᓇᐅᒻᒪᑦ	ᐃᒪᓐᓇ@ᐅ@ᒻᒪᑦ
ᐃᒡᓗᖃᕈᒪᒍᕕᑦ	ᐃᒡᓗ@ᖃ@ᕈᒪ@ᒍᕕᑦ
ᒪᑐᐃᓂᖅ	ᒪᑐ@ᐃ@ᓂᖅ
ᐅᖃᑦᓯᐊᕐᓂᖅ	ᐅᖃ@ᑦᓯᐊᕐ@ᓂᖅ
ᓴᖅᑭᑦᑐᖃᕆᕗᖅ	ᓴᖅᑭᑦ@ᑐ@ᖃ@ᕆ@ᕗᖅ
ᐅᓄᕐᓯᕚᓪᓕᕐᒪᑦ	ᐅᓄᕐ@ᓯ@ᕚᓪᓕᕐ@ᒪᑦ
ᐃᑲᔪᕐᓯᖅᑕᐅᔪᒪᒻᒪᑦ	ᐃᑲᔪᕐ@ᓯᖅ@ᑕ@ᐅ@ᔪᒪ@ᒻᒪᑦ
ᐊᑲᐅᖏᑦᑐᖃᑦᑎᓪᓗᒍ	ᐊᑲᐅ@ᖏᑦ@ᑐ@ᖃᑦ@ᑎᓪᓗᒍ
ᐊᓂᑎᓚᐅᒃᑭ	ᐊᓂ@ᑎ@ᓚ@ᐅ@ᒃᑭ
ᖃᐅᔨᓴᕈᓐᓇᕐᒪᓪᓗ	ᖃᐅᔨ@ᓴ@ᕈᓐᓇᕐ@ᒪᓪ@ᓗ
ᓇᒻᒥᓂᖁᑎᓄ	ᓇᒻᒥᓂ@ᖁᑎ@ᓄ
ᐅᓂᒃᑳᓕᐊᖓᓄᑦ	ᐅᓂᒃᑳ@ᓕᐊ@ᖓᓄᑦ
ᐃᑭᑎᑕᐅᒋᐊᕐᓂᒥᓂᖓᓂᒃ	ᐃᑭ@ᑎ@ᑕ@ᐅ@ᒋᐊᕐ@ᓂ@ᒥᓂ@ᖓᓂᒃ
ᐃᑯ	ᐃᑯ
ᓴᖅᑭᑕᐅᕗᖅ	ᓴᖅᑭ@ᑕ@ᐅ@ᕗᖅ
ᐆᒃᑐᕐᓗᓂ	ᐆᒃ@ᑐᕐ@ᓗᓂ
ᐅᐱᒍᓱᖃᑕᐅᔪᒪᕗᑦ	ᐅᐱ@ᒍᓱ@ᖃᑕᐅ@ᔪᒪ@ᕗᑦ
ᓴᓂᑭᓗᐊᕐᓕ	ᓴᓂᑭᓗᐊᕐ@ᓕ
ᐃᖅᑲᓇᐃᔮᑯᓗᒃ	ᐃᖅᑲᓇᐃᔮ@ᑯᓗᒃ
ᑲᔪᓯᖃᑦᑕᕐᒪᑦ	ᑲᔪᓯ@ᖃᑦᑕᕐ@ᒪᑦ
ᐋᑐᐋᒧ	ᐋᑐᐋ@ᒧ
ᓄᓇᕗᒻᒥᐅᑕᐅᔪᑦ	ᓄᓇᕗᒻ@ᒥᐅᑕ@ᐅ@ᔪᑦ
ᖃᐅᔨᒪᔪᓐᓃᕐᓇᕐᒥᖕᒪᑦ	ᖃᐅᔨᒪ@ᔪᓐᓃᕐ@ᓇᕐ@ᒥ@ᖕᒪᑦ
ᐃᑲᔪᕐᓂᖃᕐᓂᖓᓂᒃ	ᐃᑲᔪᕐ@ᓂ@ᖃᕐ@ᓂ@ᖓᓂᒃ
ᐱᒋᐊᕐᓂᖃᕐᓗᑕᓗ	ᐱ@ᒋᐊᕐ@ᓂ@ᖃᕐ@ᓗᑕ@ᓗ
ᐱᕙᓪᓕᐊᑎᐊᕐᒪᖔᑕ	ᐱ@ᕙᓪᓕᐊ@ᑎ@ᐊᕐ@ᒪᖔᑕ
ᑕᐃᒫᓚᕆᑯᓗᒃ	ᑕᐃᒫ@ᓚᕆ@ᑯᓗᒃ
ᓯᓚᐃᓐᓂᖓᓄᓪᓘᓐᓃᑦ	ᓯᓚ@ᐃᓐ@ᓂ@ᖓᓄᓪ@ᓘᓐᓃᑦ
ᐋᖅᑭᔅᓱᐃᔨᐅᔪᓄᑦ	ᐋᖅᑭᔅ@ᓱ@ᐃ@ᔨ@ᐅ@ᔪ@ᓄᑦ
ᓂᐱᑎᒍᑦ	ᓂᐱ@ᑎᒍᑦ
ᓈᒻᒪᓂᐊᖏᒻᒪᖔᑕ	ᓈᒻᒪ@ᓂ@ᐊ@ᖏᒻ@ᒪᖔᑕ
ᐋᖅᑭᓱᐃᓂᐅᔪᒥᒃ	ᐋᖅᑭ@ᓱ@ᐃ@ᓂ@ᐅ@ᔪ@ᒥᒃ
ᒫᒃᓯ	ᒫᒃᓯ
ᐄᒐᕐᕕᒃᓴᒧᑦ	ᐄ@ᒐᕐ@ᕕ@ᒃᓴ@ᒧᑦ
ᐱᕈᖅᓯᒐᓱᐊᖅᑐᑦ	ᐱᕈᖅ@ᓯ@ᒐᓱᐊᖅ@ᑐᑦ
ᑕᐃᒪᐃᒍᓐᓇᑕᕐᒪᖔᑦᑕ	ᑕᐃᒪᐃ@ᒍᓐᓇ@ᑕᕐ@ᒪᖔᑦᑕ
ᐱᔪᓐᓇᕐᓂᖃᕋᒪ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᖃ@ᕋᒪ
ᐊᑐᖅᑕᐅᕗᑦ	ᐊᑐᖅ@ᑕ@ᐅ@ᕗᑦ
ᐱᒋᐊᕐᕕᒃᓴᖃᕐᒪᑕ	ᐱ@ᒋᐊᕐ@ᕕ@ᒃᓴ@ᖃᕐ@ᒪᑕ
ᑲᑉᐱᐊᒋᒻᒪᒍ	ᑲᑉᐱᐊ@ᒋ@ᒻᒪᒍ
ᓴᓇᕕᖃᕋᓱᖕᓂᕐᒧᑦ	ᓴᓇ@ᕕ@ᖃ@ᕋᓱᖕ@ᓂᕐ@ᒧᑦ
ᐱᓕᕆᔭᑦᑎᒍᑦᑕᐅᖅ	ᐱ@ᓕᕆ@ᔭᑦ@ᑎ@ᒍᑦ@ᑕᐅᖅ
ᐊᑐᐃᓐᓇᖅᑕᖃᙱᓐᓂᕋᐃᔪᓄᑦ	ᐊᑐ@ᐃᓐᓇᖅ@ᑕ@ᖃ@ᙱᓐ@ᓂ@ᕋᐃ@ᔪ@ᓄᑦ
ᖃᐅᔨᓴᖅᑕᐅᕙᓪᓕᐊᒻᒪᖔᑕ	ᖃᐅᔨ@ᓴᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᒻᒪᖔᑕ
ᐊᐅᓚᑦᓯᔪᓐᓇᕐᓂᕐᒧᑦ	ᐊᐅᓚᑦ@ᓯ@ᔪᓐᓇᕐ@ᓂᕐ@ᒧᑦ
ᑭᒡᒐᖅᑐᓪᓚᕆᒻᒪᖔᑕ	ᑭᒡᒐᖅ@ᑐ@ᓪᓚᕆᒻ@ᒪᖔᑕ
ᓴᓂᕋᔭᕐᒥᐅᑕᖅ	ᓴᓂᕋᔭᕐ@ᒥᐅᑕᖅ
ᐊᑐᕈᓐᓃᖅᑎᑕᐅᒻᒪᑦ	ᐊᑐ@ᕈᓐᓃᖅ@ᑎ@ᑕ@ᐅ@ᒻᒪᑦ
ᐱᓕᕆᒃᑲᓐᓂᓛᖅᑐᔅᓴᐅᕗᖅ	ᐱ@ᓕᕆ@ᒃᑲᓐᓂ@ᓛᖅ@ᑐᔅᓴ@ᐅ@ᕗᖅ
ᓇᓪᓕᒋᔭᕋᓗᐊᕋ	ᓇᓪᓕ@ᒋ@ᔭ@ᕋᓗᐊ@ᕋ
ᓂᐅᕕᕈᓐᓇᕐᒥᔪᑦ	ᓂᐅᕕ@ᕈᓐᓇᕐ@ᒥ@ᔪᑦ
ᑕᐃᒪᐃᓂᕈᑕ	ᑕᐃ@ᒪ@ᐃ@ᓂ@ᕈᑕ
ᐃᑦᑐᕆᔭᐅᔪᑦ	ᐃᑦᑐ@ᕆ@ᔭ@ᐅ@ᔪᑦ
ᐊᐅᓚᑦᑎᔨᐅᔪᒧᑦ	ᐊᐅᓚᑦ@ᑎ@ᔨ@ᐅ@ᔪ@ᒧᑦ
ᐱᕙᓪᓕᐊᑎᒋᓂᖃᕐᒪᖔᑦ	ᐱ@ᕙᓪᓕᐊ@ᑎᒋ@ᓂ@ᖃᕐ@ᒪᖔᑦ
ᖃᖓᑐᐃᓐᓇᖔᖅ	ᖃᖓ@ᑐᐃᓐᓇ@ᖔᖅ
ᑖᔅᓱᒪᑦ	ᑖᔅ@ᓱ@ᒪᑦ
ᒥᖅᑯᓵᑉ	ᒥᖅᑯ@ᓵ@ᑉ
ᑐᖏᓕᕆᓚᐅᕐᒪᒍ	ᑐᖏᓕ@ᕆ@ᓚᐅᕐ@ᒪᒍ
ᓄᓐᓇᒐᓱᖕᓂᕐᒧᑦ	ᓄᓐ@ᓇ@ᒐᓱᖕ@ᓂᕐ@ᒧᑦ
ᑭᐅᖁᕙᕋᓗᐊᕋ	ᑭᐅ@ᖁ@ᕙ@ᕋ@ᓗᐊ@ᕋ
ᐃᓕᖅᑯᓯᖃᖃᑦᑕᖅᑐᑦ	ᐃᓕᖅᑯᓯ@ᖃ@ᖃᑦᑕᖅ@ᑐᑦ
ᓯᓯ	ᓯᓯ
ᓄᑲᑯᓗᒐ	ᓄᑲ@ᑯᓗ@ᒐ
ᐱᓕᕆᕕᒻᒧᓘᓐᓃᑦ	ᐱ@ᓕᕆ@ᕕᒻ@ᒧ@ᓘᓐᓃᑦ
ᖃᐅᔨᒋᐊᕐᕕᐅᔪᓐᓇᕐᑐᒥᑦ	ᖃᐅᔨ@ᒋᐊᕐ@ᕕ@ᐅ@ᔪᓐᓇᕐ@ᑐ@ᒥᑦ
ᐱᔪᓐᓇᖅᓯᑉᐸᑦ	ᐱ@ᔪᓐᓇᖅ@ᓯ@ᑉᐸᑦ
ᕿᒥᕐᕈᓇᕐᓂᖃᑦᑎᓪᓗᒋᑦ	ᕿᒥᕐᕈ@ᓇᕐ@ᓂ@ᖃᑦ@ᑎᓪᓗᒋᑦ
ᓴᓇᔭᐅᔪᓐᓇᐃᓕᒻᒪᑦ	ᓴᓇ@ᔭ@ᐅ@ᔪᓐᓇ@ᐃ@ᓕ@ᒻᒪᑦ
ᑖᖅᑐᐊᓕᔪᐊᓗᖕᒧ	ᑖᖅ@ᑐ@ᐊ@ᓕ@ᔪ@ᐊᓗᖕ@ᒧ
ᑲᔪᓯᒋᑦ	ᑲᔪᓯ@ᒋᑦ
ᒪᒥᓴᕐᕕᒻᒥᑦ	ᒪᒥ@ᓴᕐ@ᕕᒻ@ᒥᑦ
ᐊᖓᔪᖅᑳᒃᑯᕕᒻᒧᑦ	ᐊᖓᔪᖅᑳ@ᒃᑯ@ᕕᒻ@ᒧᑦ
ᐃᓕᓐᓄᑦ	ᐃᓕ@ᓐᓄᑦ
ᑐᓐᓂᖁᓯᐊᖓᓂᑦ	ᑐᓐ@ᓂ@ᖁ@ᓯᐊ@ᖓᓂᑦ
ᑲᒪᒋᔭᐅᑎᑕᐅᔪᒃᓴᐅᕗᖅ	ᑲᒪ@ᒋ@ᔭ@ᐅ@ᑎ@ᑕ@ᐅ@ᔪᒃᓴ@ᐅ@ᕗᖅ
ᖃᐅᔨᒋᐊᓛᕋᒃᑯ	ᖃᐅᔨ@ᒋᐊ@ᓛ@ᕋᒃᑯ
ᐃᑲᔪᖃᑦᑕᖁᔨᓪᓗᑕ	ᐃᑲᔪ@ᖃᑦᑕ@ᖁ@ᔨ@ᓪᓗᑕ
ᐅᖃᓚᐅᖅᑐᒧᑦ	ᐅᖃ@ᓚᐅᖅ@ᑐ@ᒧᑦ
ᐱᖁᑎᒋᔭᐅᔪᓐᓃᕐᓗᓂ	ᐱ@ᖁᑎ@ᒋ@ᔭ@ᐅ@ᔪᓐᓃᕐ@ᓗᓂ
ᓇᑲᑎᖅᑕᒥᓂᐅᔪᑦ	ᓇᑲ@ᑎᖅ@ᑕ@ᒥᓂ@ᐅ@ᔪᑦ
