ᖃᖑᖅᐸᓪᓕᐊᓂᖓᓄᑦ	ᖃᖑᖅ@ᐸᓪᓕᐊ@ᓂ@ᖓᓄᑦ
ᐃᑉᐱᒍᓱᒻᒪᑕ	ᐃᑉᐱ@ᒍᓱᒻ@ᒪᑕ
ᐱᔾᔪᑕᐅᑉᐸᑦ	ᐱ@ᔾᔪᑕ@ᐅ@ᑉᐸᑦ
ᐱᕙᓪᓕᐊᔪᓕᕆᔨᖓᑦ	ᐱ@ᕙᓪᓕᐊ@ᔪ@ᓕᕆ@ᔨ@ᖓᑦ
ᓈᒻᒪᒃᑎᕐᓯᒪᔪᑦ	ᓈᒻᒪᒃ@ᑎᕐ@ᓯ@ᒪ@ᔪᑦ
ᐊᒃᑲᒻᒪ	ᐊᒃᑲᒻ@ᒪ
ᑕᐃᒃᓱᒧᖓᖃᐃ	ᑕᐃᒃᓱ@ᒧᖓ@ᖃᐃ
ᐱᒋᐊᕈᓐᓇᖅᐱᐅᒃ	ᐱ@ᒋᐊ@ᕈᓐᓇᖅ@ᐱᐅᒃ
ᑲᒪᒐᓱᖃᑦᑕᕐᒪᑕ	ᑲᒪ@ᒐᓱ@ᖃᑦᑕᕐ@ᒪᑕ
ᓇᓪᓕᒋᓗᐊᕋᒃᑯ	ᓇᓪᓕ@ᒋ@ᓗᐊ@ᕋᒃᑯ
ᐃᖅᑲᓇᐃᔮᖃᕐᑐᒧᑦ	ᐃᖅᑲᓇᐃᔮ@ᖃᕐ@ᑐ@ᒧᑦ
ᓵᓚᒃᓴᖅᑎᑦᓯᕙᑉᐲᑦ	ᓵᓚ@ᒃᓴᖅ@ᑎ@ᑦᓯ@ᕙᑉ@ᐲᑦ
ᑐᙵᕕᒋᔭᐅᓚᐅᖅᑐᑦ	ᑐᙵ@ᕕ@ᒋ@ᔭ@ᐅ@ᓚᐅᖅ@ᑐᑦ
ᐃᓱᒪᖃᓚᐅᖅᑐᑦ	ᐃᓱᒪ@ᖃ@ᓚᐅᖅ@ᑐᑦ
ᓴᓇᔨᓂᑦ	ᓴᓇ@ᔨ@ᓂᑦ
ᓇᓗᓇᐃᕆᐊᒃᑲᓐᓂᕈᓐᓇᖅᐸᐅᒃ	ᓇᓗᓇ@ᐃ@ᕆᐊ@ᒃᑲᓐᓂ@ᕈᓐᓇᖅ@ᐸᐅᒃ
ᐊᖁᑎᐅᓂᖅ	ᐊᖁᑎ@ᐅ@ᓂᖅ
ᐱᒋᐊᕐᕕᒃᓴᖃᕋᓱᒃᑐᑦ	ᐱ@ᒋᐊᕐ@ᕕ@ᒃᓴ@ᖃ@ᕋᓱᒃ@ᑐᑦ
ᐱᔪᓐᓇᑐᔅᓴᐅᕗᑦ	ᐱ@ᔪᓐᓇ@ᑐᔅᓴ@ᐅ@ᕗᑦ
ᖃᐃᔪᓐᓇᖅᓯᕗᑎᑦ	ᖃᐃ@ᔪᓐᓇᖅ@ᓯ@ᕗᑎᑦ
ᓯᓚᑐᔪᓂᑦ	ᓯᓚ@ᑐ@ᔪ@ᓂᑦ
ᓈᒻᒪᓯᑉᐸ	ᓈᒻᒪ@ᓯ@ᑉᐸ
ᐊᖏᖅᑕᐅᔪᓐᓇᓯᒻᒥᔪᖅ	ᐊᖏᖅ@ᑕ@ᐅ@ᔪᓐᓇ@ᓯ@ᒻᒥ@ᔪᖅ
ᐃᓖᔭᖃᕐᓂᕐᒧᑦ	ᐃᓖᔭ@ᖃᕐ@ᓂᕐ@ᒧᑦ
ᐋᖅᑭᒃᓱᐃᕋᓱᐊᕈᓐᓇᕐᓂᖅ	ᐋᖅᑭᒃ@ᓱ@ᐃ@ᕋᓱᐊ@ᕈᓐᓇᕐ@ᓂᖅ
ᐱᓕᕆᓪᓚᕆᓚᐅᖅᑐᑦ	ᐱ@ᓕᕆ@ᓪᓚᕆ@ᓚᐅᖅ@ᑐᑦ
ᐃᓕᖅᑯᓯᖃᓚᐅᕋᒪ	ᐃᓕᖅᑯᓯ@ᖃ@ᓚᐅ@ᕋᒪ
ᐅᕙᖓᐃᓛ	ᐅᕙᖓ@ᐃᓛ
ᐅᖅᓱᑭᒃᓴᒧᑦ	ᐅᖅᓱ@ᑭ@ᒃᓴ@ᒧᑦ
ᖃᐅᔨᒪᓂᕐᓴᐹᓗᒃ	ᖃᐅᔨᒪ@ᓂᕐᓴ@ᐹ@ᓗᒃ
ᐃᖅᑲᐃᔪᓐᓇᑐᔅᓴᐅᕗᑦ	ᐃᖅᑲ@ᐃ@ᔪᓐᓇ@ᑐᔅᓴ@ᐅ@ᕗᑦ
ᖃᐅᔨᓴᖅᑳᕐᒪᑕ	ᖃᐅᔨ@ᓴ@ᖅᑳᕐ@ᒪᑕ
ᐃᓗᓂᑦ	ᐃᓗ@ᓂᑦ
ᓄᖅᑲᕈᒪᓕᖅᑐᒍᑦ	ᓄᖅᑲ@ᕈᒪ@ᓕᖅ@ᑐᒍᑦ
ᑲᑕᑉᐸᓐᓂᖅ	ᑲᑕᑉ@ᐸᓐ@ᓂᖅ
ᑐᓴᖅᑎᑕᐅᓚᖓ	ᑐᓴᖅ@ᑎ@ᑕ@ᐅ@ᓚᖓ
ᑕᑯᔪᒻᒪᕆᐅᒻᒪᑦ	ᑕᑯ@ᔪ@ᒻᒪᕆ@ᐅ@ᒻᒪᑦ
ᓂᕆᐅᓐᓂᖃᕐᓂᕐᒧᑦ	ᓂᕆᐅᓐ@ᓂ@ᖃᕐ@ᓂᕐ@ᒧᑦ
ᑕᕝᕙᐅᒻᒥᒻᒪᑦᑕᐅᖅ	ᑕᕝᕙ@ᐅ@ᒻᒥ@ᒻᒪᑦ@ᑕᐅᖅ
ᐅᖃᖅᓚᐅᕋᒪ	ᐅᖃᖅ@ᓚ@ᐅ@ᕋᒪ
ᑕᒻᒪᖁᓇᒋᑦ	ᑕᒻᒪ@ᖁ@ᓇ@ᒋᑦ
ᐅᑎᕐᓗᓂᓗ	ᐅᑎᕐ@ᓗᓂ@ᓗ
ᐱᓇᓱᐊᕈᓯᑕᒫᑦ	ᐱᓇᓱᐊᕈᓯ@ᑕᒫᑦ
ᐊᐅᐸᑦᑐᒧᑦ	ᐊᐅᐸᑦ@ᑐ@ᒧᑦ
ᕿᒥᕈᓯᒪᓕᖅᐳᑦ	ᕿᒥᕈ@ᓯ@ᒪ@ᓕᖅ@ᐳᑦ
ᑎᑎᕋᓚᐅᖅᑕᖓᓄᑦ	ᑎᑎ@ᕋ@ᓚᐅᖅ@ᑕ@ᖓᓄᑦ
ᓴᓇᙳᐊᒐᕐᒥᑦ	ᓴᓇ@ᙳᐊ@ᒐᕐ@ᒥᑦ
ᐃᑲᔪᖅᑐᖅᑕᐅᔪᒪᒍᑎᒃ	ᐃᑲᔪᖅ@ᑐᖅ@ᑕ@ᐅ@ᔪᒪ@ᒍᑎᒃ
ᐅᔭᕋᒃᓴᓯᐅᓂᕐᒧᑦ	ᐅᔭᕋ@ᒃᓴ@ᓯ@ᐅ@ᓂᕐ@ᒧᑦ
ᑐᑭᖃᓗᐊᔾᔮᖏᒻᒪᑦ	ᑐᑭ@ᖃ@ᓗᐊ@ᔾᔮ@ᖏᒻ@ᒪᑦ
ᓱᓇᒥᑦ	ᓱᓇ@ᒥᑦ
ᓯᕗᓂᒃᓴᑦᑎᐊᕙᖃᕐᓂᖅ	ᓯᕗᓂ@ᒃᓴ@ᑦᑎᐊᕙ@ᖃᕐ@ᓂᖅ
ᐊᓯᔾᔨᖅᑕᐅᔪᓐᓇᕐᒪᖔᖅ	ᐊᓯ@ᔾᔨᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᖅ
ᐅᖁᒪᐃᒃᓴᖃᑦᑕᕐᒪᑦ	ᐅᖁᒪᐃ@ᒃᓴ@ᖃᑦᑕᕐ@ᒪᑦ
ᐅᔾᔨᕈᓱᓕᕋᒪ	ᐅᔾᔨ@ᕈᓱ@ᓕ@ᕋᒪ
ᓇᓗᓇᐃᓚᐅᕐᒥᒃᑭᒃ	ᓇᓗᓇ@ᐃ@ᓚᐅᕐ@ᒥ@ᒃᑭᒃ
ᐱᕙᓪᓕᐊᔪᓕᕆᔨᐅᓪᓗᑎᑦ	ᐱ@ᕙᓪᓕᐊ@ᔪ@ᓕᕆ@ᔨ@ᐅ@ᓪᓗᑎᑦ
ᐊᐃᒃᐸᖃᕐᓂᕐᒧᑦ	ᐊᐃᒃᐸ@ᖃᕐ@ᓂᕐ@ᒧᑦ
ᐊᑐᖅᑎᑕᐅᕙᒻᒪᖔᑕ	ᐊᑐᖅ@ᑎ@ᑕ@ᐅ@ᕙᒻ@ᒪᖔᑕ
ᐅᔾᔨᕆᑲᐃᓐᓇᕋᒃᑯ	ᐅᔾᔨ@ᕆ@ᑲᐃᓐᓇ@ᕋᒃᑯ
ᐱᔪᒪᓂᕐᒧᑦ	ᐱ@ᔪᒪ@ᓂᕐ@ᒧᑦ
ᐋᖅᑭᒋᐊᕐᕕᒃᓴᖓᓂᒃ	ᐋᖅᑭ@ᒋᐊᕐ@ᕕ@ᒃᓴ@ᖓᓂᒃ
ᐃᑲᔪᕋᓱᖃᑦᑕᕋᕕᑦ	ᐃᑲᔪ@ᕋᓱ@ᖃᑦᑕ@ᕋᕕᑦ
ᐅᓂᒃᑳᕆᔭᐅᑉᐸᑦ	ᐅᓂᒃᑳ@ᕆ@ᔭ@ᐅ@ᑉᐸᑦ
ᑐᑭᖃᓕᕐᑎᑦᑎᖕᒪᑦ	ᑐᑭ@ᖃ@ᓕᕐ@ᑎᑦ@ᑎ@ᖕᒪᑦ
ᒪᒥᓴᕐᕕᑖᕐᓗᓂ	ᒪᒥ@ᓴᕐ@ᕕ@ᑖᕐ@ᓗᓂ
ᓄᓇᓕᓕᓕᕆᔨᒃᑯᓐᓄᑦ	ᓄᓇᓕ@ᓕ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᓄᕗᐊ	ᓄᕗ@ᐊ
ᐅᖃᑦᑎᒃᑎᔨ	ᐅᖃᑦ@ᑎ@ᒃᑎ@ᔨ
ᐱᓕᕆᕕᑐᖃᐅᔪᒥᒃ	ᐱ@ᓕᕆ@ᕕ@ᑐᖃ@ᐅ@ᔪ@ᒥᒃ
ᒪᑐᓯᒪᔪᓂᒃ	ᒪᑐ@ᓯ@ᒪ@ᔪ@ᓂᒃ
ᐊᑐᖅᑐᐊᖅᑕᐅᕙᓐ	ᐊᑐᖅ@ᑐ@ᐊᖅ@ᑕ@ᐅ@ᕙᓐ
ᐊᕙᑎᓂᑦ	ᐊᕙᑎ@ᓂᑦ
ᑎᒍᐊᕋᓱᑦᑐᑦ	ᑎᒍ@ᐊ@ᕋᓱᑦ@ᑐᑦ
ᐊᑦᑕᓇᕐᒥᒻᒪᑦ	ᐊᑦᑕ@ᓇᕐ@ᒥ@ᒻᒪᑦ
ᐱᒋᐊᖅᑎᑕᐅᔪᖃᖅᑲᐅᒻᒪᑦ	ᐱ@ᒋᐊᖅ@ᑎ@ᑕ@ᐅ@ᔪ@ᖃ@ᖅᑲᐅ@ᒻᒪᑦ
ᑲᒪᒋᔭᖃᕐᓂᕆᔭᖓᑕ	ᑲᒪ@ᒋ@ᔭ@ᖃᕐ@ᓂ@ᕆ@ᔭ@ᖓ@ᑕ
ᐊᖅᓴᕐᓂᖅᑎᓪᓗᒍ	ᐊᖅᓴᕐ@ᓂᖅ@ᑎᓪᓗᒍ
ᓇᓗᓇᐃᑲᐃᓐᓇᕈᓐᓇᕈᕕᒋᑦ	ᓇᓗᓇ@ᐃ@ᑲᐃᓐᓇ@ᕈᓐᓇ@ᕈᕕᒋᑦ
ᖃᐅᔨᒪᖏᒻᒪᑦ	ᖃᐅ@ᔨ@ᒪ@ᖏᒻ@ᒪᑦ
ᓴᐳᔾᔨᔨᒻᒪᕆᒃ	ᓴᐳᔾᔨ@ᔨ@ᒻᒪᕆᒃ
ᐃᓚᖃᒻᒪᖔᖅ	ᐃᓚ@ᖃᒻᒪ@ᖔᖅ
ᐊᐱᖅᓱᕐᓂᓕᒫᖓᓂᑦ	ᐊᐱᖅ@ᓱᕐ@ᓂ@ᓕᒫ@ᖓᓂᑦ
ᓂᕆᖃᑦᑕᕈᓐᓃᕈᒪ	ᓂᕆ@ᖃᑦᑕ@ᕈᓐᓃ@ᕈᒪ
ᐊᕙᓗᓕᖅᓯᒍᑦᑕ	ᐊᕙᓗ@ᓕᖅ@ᓯ@ᒍᑦᑕ
ᓴᓇᔭᕐᒪᖔᑕ	ᓴᓇ@ᔭᕐ@ᒪᖔᑕ
ᐃᓚᐅᒻᒪᑦ	ᐃᓚ@ᐅ@ᒻᒪᑦ
ᑎᑭᓴᐃᔪᓐᓇᕐᒪᑕ	ᑎᑭ@ᓴ@ᐃ@ᔪᓐᓇᕐ@ᒪᑕ
ᖃᐅᔨᒋᐊᖅᑕᐅᔪᓐᓇᕐᒪᖔᑕ	ᖃᐅᔨ@ᒋᐊᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᑕ
ᓄᑲᖅᑎᐅᒻᒪᑕ	ᓄᑲᖅ@ᑎ@ᐅ@ᒻᒪᑕ
ᐳᔾᔪᒃ	ᐳᔾᔪᒃ
ᓴᖅᑭᖅᑲᐅᔭᒋᑦ	ᓴᖅᑭ@ᖅᑲᐅ@ᔭᒋᑦ
ᖃᐅᔨᔪᓐᓇᖅᐳᑎᑦ	ᖃᐅᔨ@ᔪᓐᓇᖅ@ᐳᑎᑦ
ᐅᓂᒃᑳᓕᐊᕆᔭᐅᔪᓂᑦ	ᐅᓂᒃᑳ@ᓕᐊ@ᕆ@ᔭ@ᐅ@ᔪ@ᓂᑦ
ᓄᓇᖁᑎᒋᔭᖓᓂᑦ	ᓄᓇ@ᖁᑎ@ᒋ@ᔭ@ᖓᓂᑦ
ᐃᑲᔪᖃᑦᑕᒥᒻᒪᑕ	ᐃᑲᔪ@ᖃᑦᑕ@ᒥ@ᒻᒪᑕ
ᓇᖏᖅᓯᕈᑕᐅᓪᓗᓂ	ᓇᖏᖅ@ᓯ@ᕈᑕ@ᐅ@ᓪᓗᓂ
ᑕᑯᒋᐊᒃᑲᓐᓂᓛᕐᒥᔪᑦ	ᑕᑯ@ᒋᐊ@ᒃᑲᓐᓂ@ᓛᕐ@ᒥ@ᔪᑦ
ᑕᒪᕐᒥᓄᑦ	ᑕᒪᕐᒥ@ᓄᑦ
ᐊᖓᔪᖅᑳᒻᒪᕆᐅᔪᒥᒃ	ᐊᖓᔪᖅᑳ@ᒻᒪᕆ@ᐅ@ᔪ@ᒥᒃ
ᑲᒪᓇᓱᒃᑎᓪᓗᒋᑦ	ᑲᒪ@ᓇᓱᒃ@ᑎᓪᓗᒋᑦ
ᑕᑯᓴᒃᑲᓐᓂᕋᒃᑯ	ᑕᑯ@ᓴ@ᒃᑲᓐᓂ@ᕋᒃᑯ
ᐱᕙᓪᓕᐊᒍᑦᑕ	ᐱ@ᕙᓪᓕᐊ@ᒍᑦᑕ
ᐱᑎᑕᐅᔪᒫᕐᒪᖔᑕ	ᐱ@ᑎ@ᑕ@ᐅ@ᔪᒫᕐ@ᒪᖔᑕ
ᓴᓇᕕᐅᓂᔅᓴᖓᓄᑦ	ᓴᓇ@ᕕ@ᐅ@ᓂ@ᔅᓴ@ᖓᓄᑦ
ᐅᑎᕋᕕᑦ	ᐅᑎ@ᕋᕕᑦ
ᐱᓕᕆᖕᒪᑕᓗ	ᐱ@ᓕᕆ@ᖕᒪᑕ@ᓗ
ᐳᐃᒍᑉᐸᓪᓚᐃᒐᒪ	ᐳᐃ@ᒍᑉ@ᐸ@ᓪᓚ@ᐃ@ᒐ@ᒪ
ᓅᑦᑐᓐᓇᖅᑐᑦ	ᓅᑦ@ᑐᓐᓇᖅ@ᑐᑦ
ᐅᖃᕈᑎᒃ	ᐅᖃ@ᕈᑎᒃ
ᖃᖓᓂᑕᐅᒻᒪᖔᑦ	ᖃᖓ@ᓂᑕ@ᐅ@ᒻᒪᖔᑦ
ᒪᑉᐱᖅᑐᒐᓕᒃ	ᒪᑉᐱᖅ@ᑐ@ᒐ@ᓕᒃ
ᓇᑲᑕᐅᖔᓕᕐᓕᑦ	ᓇᑲᑕ@ᐅ@ᖔ@ᓕᕐ@ᓕᑦ
ᑭᒡᒐᑐᖅᑕᐅᓪᓗᓂ	ᑭᒡᒐ@ᑐᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᓴᓇᒐᓱᐊᕐᓂᖅ	ᓴᓇ@ᒐᓱᐊᕐ@ᓂᖅ
ᐅᖅᑰᓗᐊᕐᓂᖓᓄᑦ	ᐅᖅᑰ@ᓗ@ᐊᕐ@ᓂ@ᖓᓄᑦ
ᐃᓚᐃᓐᓇᕆᒻᒪᒍ	ᐃᓚ@ᐃᓐᓇ@ᕆ@ᒻᒪᒍ
ᐊᒥᓪᓗ	ᐊᒥᓪ@ᓗ
ᐱᐊᓂᑉᐲᑦ	ᐱ@ᐊᓂᑉ@ᐲᑦ
ᑕᐃᒪᐅᕕᑦ	ᑕᐃᒪ@ᐅ@ᕕᑦ
ᐃᓄᑐᖃᖃᕐᒪᑎᒃ	ᐃᓄ@ᑐᖃ@ᖃᕐ@ᒪᑎᒃ
ᐊᐱᕆᒃᑲᓐᓂᕈᒪᖅᑲᐅᒻᒥᔪᖓᑦᑕᐅᖅ	ᐊᐱᕆ@ᒃᑲᓐᓂ@ᕈᒪ@ᖅᑲᐅ@ᒻᒥ@ᔪᖓ@ᑦᑕᐅᖅ
ᐱᖁᔭᕆᔭᐅᓪᓗᓂᓗ	ᐱ@ᖁ@ᔭ@ᕆ@ᔭ@ᐅ@ᓪᓗᓂ@ᓗ
ᐅᖃᕐᒪᖔᑦᑕ	ᐅᖃᕐ@ᒪᖔᑦᑕ
ᐃᑲᔪᖃᑎᒋᓐᓂᖅ	ᐃᑲᔪ@ᖃᑎ@ᒋᓐ@ᓂᖅ
ᖃᐅᔨᓴᕐᓂᖅᑕᖃᓚᐅᕐᒪᑦ	ᖃᐅᔨ@ᓴᕐ@ᓂᖅ@ᑕ@ᖃ@ᓚᐅᕐ@ᒪᑦ
ᐅᖃᒪᒻᒪᑦ	ᐅᖃ@ᒪ@ᒻᒪᑦ
ᐱᓇᓱᐊᕈᓯᐅᓚᐅᖅᑐᒥᑦ	ᐱᓇᓱᐊᕈᓯ@ᐅ@ᓚᐅᖅ@ᑐ@ᒥᑦ
ᐃᖅᑲᓇᐃᔮᖅᑖᓂᕐᒧᑦ	ᐃᖅᑲᓇᐃᔮᖅ@ᑖ@ᓂᕐ@ᒧᑦ
ᕿᒥᕐᕈᖃᑦᑕᕐᒪᑕ	ᕿᒥᕐᕈ@ᖃᑦᑕᕐ@ᒪᑕ
ᖃᐅᔨᓴᕋᓱᓐᓂᕐᒧᑦ	ᖃᐅᔨ@ᓴ@ᕋᓱᓐ@ᓂᕐ@ᒧᑦ
ᐃᓯᖅᑎᑦᑐᓐᓇᕈᕕᒋᑦ	ᐃᓯᖅ@ᑎᑦ@ᑐᓐᓇ@ᕈᕕᒋᑦ
ᓂᐅᕐᕈᑎᖃᖅᐸᒃᑐᑦ	ᓂᐅᕐᕈ@ᑎ@ᖃᖅ@ᐸᒃ@ᑐᑦ
ᓴᖅᑭᑕᐅᓂᖓᓂᑦ	ᓴᖅᑭ@ᑕ@ᐅ@ᓂ@ᖓᓂᑦ
ᐅᖃᕋᓱᖅᑰᕐᒪᑦ	ᐅᖃ@ᕋᓱ@ᖅᑰᕐ@ᒪᑦ
ᑐᕌᖓᓂᖅᓴᐅᒋᐊᕐᒪᖔᖅ	ᑐᕌ@ᖓ@ᓂᖅᓴ@ᐅ@ᒋᐊᕐ@ᒪᖔᖅ
ᑐᐃᑐ	ᑐᐃ@ᑐ
ᐃᕐᖑᑕᖃᓕᕐᒥᒐᒪ	ᐃᕐᖑᑕ@ᖃ@ᓕᕐ@ᒥ@ᒐᒪ
ᐳᓯ	ᐳᓯ
ᐊᔭᐅᕆᑦᑎᐊᕐᒪᑕ	ᐊᔭ@ᐅ@ᕆ@ᑦᑎᐊᕐ@ᒪᑕ
ᓂᐅᕕᖅᓵᓕᒍᑦᑕᓘᓐᓃᑦ	ᓂᐅᕕᖅ@ᓵᓕ@ᒍᑦᑕ@ᓘᓐᓃᑦ
ᖃᒪᑎᑦᑐᐊᕐᒥᐅᑦ	ᖃᒪ@ᑎᑦ@ᑐ@ᐊᕐ@ᒥ@ᐅᑦ
ᑲᒪᒋᔭᖃᕐᒥᔪᖅ	ᑲᒪ@ᒋ@ᔭ@ᖃᕐ@ᒥ@ᔪᖅ
ᐅᖃᓚᐅᕐᐸᖕᒪᑕ	ᐅᖃ@ᓚᐅᕐ@ᐸᖕ@ᒪᑕ
ᐱᓕᕆᖃᑎᖃᕋᓱᐊᕐᑐᒍᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᕋᓱᐊᕐ@ᑐᒍᑦ
ᐃᓂᖃᕐᕕᐊ	ᐃᓂ@ᖃᕐᕕ@ᐊ
ᐃᑲᔪᕈᓐᓇᕈᒪᓪᓗᓂ	ᐃᑲᔪ@ᕈᓐᓇ@ᕈᒪ@ᓪᓗᓂ
ᐃᓚᐅᑎᑕᐅᓂᖓᑦ	ᐃᓚ@ᐅ@ᑎ@ᑕ@ᐅ@ᓂ@ᖓᑦ
ᑐᖁᒧᓪᓗ	ᑐᖁ@ᒧᓪ@ᓗ
ᐱᓕᕆᖃᑎᖏᓂ	ᐱ@ᓕᕆ@ᖃᑎ@ᖏ@ᓂ
ᕿᓚᓈᕋᒪ	ᕿᓚᓈ@ᕋᒪ
ᐆᒻᒪᖁᑎᓕᕆᔨᒃᑯᓐᓄᑦ	ᐆᒻᒪ@ᖁᑎ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᐋᕆᐊᕐᓗ	ᐋᕆᐊᕐ@ᓗ
ᐃᒡᓗᕐᔪᐊᑐᐃᓐᓇ	ᐃᒡᓗ@ᕐᔪᐊ@ᑐᐃᓐᓇ
ᓅᑉᐸᓪᓕᐊᓕᕐᓗᑕ	ᓅᑉ@ᐸᓪᓕᐊ@ᓕᕐ@ᓗᑕ
ᐊᖏᖅᑕᐅᔪᒪᑐᐊᕈᕕᑦ	ᐊᖏᖅ@ᑕ@ᐅ@ᔪᒪ@ᑐᐊ@ᕈᕕᑦ
ᐊᔾᔨᖑᐊᖃᕐᓂᕐᒧᑦ	ᐊᔾᔨ@ᖑᐊ@ᖃᕐ@ᓂᕐ@ᒧᑦ
ᖃᐅᔨᓴᕈᑕᐅᖃᑕᐅᕚᑦ	ᖃᐅᔨ@ᓴ@ᕈᑕ@ᐅ@ᖃᑕᐅ@ᕚᑦ
ᐊᑐᖅᑕᐅᕙᓪᓕᐊᓕᕐᓂᖓᓄᑦ	ᐊᑐᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᓕᕐ@ᓂ@ᖓᓄᑦ
ᑎᑎᓯᒪᔪᑦ	ᑎᑎ@ᓯ@ᒪ@ᔪᑦ
ᐃᑦᑎᒥᑦ	ᐃᑦᑎ@ᒥᑦ
ᐊᖅᐸᐸᓪᓕᐊᒻᒪᑕ	ᐊᖅᐸ@ᐸᓪᓕᐊ@ᒻᒪᑕ
ᓇᓄᐊᓗᒃ	ᓇᓄ@ᐊᓗᒃ
ᓇᒻᒥᓂᖃᐅᑎᒧᑦ	ᓇᒻᒥᓂ@ᖃᐅᑎ@ᒧᑦ
ᐃᑲᔪᖅᑕᐅᔪᓐᓇᕐᒪᑕ	ᐃᑲᔪᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᑕ
ᓇᐃᖅᓯᕗᖅ	ᓇᐃᖅ@ᓯ@ᕗᖅ
ᐱᔪᖃᖃᑦᑕᕐᒪᑦ	ᐱ@ᔪ@ᖃ@ᖃᑦᑕᕐ@ᒪᑦ
ᐊᖏᕈᑕᐅᔪᒪᕗᖅ	ᐊᖏ@ᕈᑕ@ᐅ@ᔪᒪ@ᕗᖅ
ᑭᐅᒍᓐᓇᖅᐸᒃ	ᑭᐅ@ᒍᓐᓇᖅ@ᐸᒃ
ᑐᑭᖃᖅᑐᒐᓗᐊᖅ	ᑐᑭ@ᖃᖅ@ᑐ@ᒐ@ᓗᐊᖅ
ᕿᒥᕐᕈᔭᐅᓂᖓᑕ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᓂ@ᖓᑕ
ᐅᓐᓄᓕᒫᖅ	ᐅᓐᓄ@ᓕᒫᖅ
ᓯᓚᑦᑐᖅᓴᕐᕕᒻᒥᑦ	ᓯᓚ@ᑦᑐᖅ@ᓴᕐ@ᕕᒻ@ᒥᑦ
ᐱᖃᒃᑲᓐᓂᓕᕈᒪ	ᐱ@ᖃ@ᒃᑲᓐᓂ@ᓕ@ᕈᒪ
ᑲᔪᓯᒍᒪᓗᖓ	ᑲᔪᓯ@ᒍᒪ@ᓗᖓ
ᐃᖏᒍᓐᓇᕈᕕᑦ	ᐃᖏ@ᒍᓐᓇ@ᕈᕕᑦ
ᐊᐱᖅᓱᕐᕕᖃᓕᕐᒥᒍᒪ	ᐊᐱᖅ@ᓱᕐ@ᕕ@ᖃ@ᓕᕐ@ᒥ@ᒍᒪ
ᓈᒻᒪᕈᔪᒃᑐᑦ	ᓈᒻᒪ@ᕈᔪᒃ@ᑐᑦ
ᖃᐅᔨᓴᖅᑕᒥᓂᐅᔪᑦ	ᖃᐅᔨ@ᓴᖅ@ᑕ@ᒥᓂ@ᐅ@ᔪᑦ
ᓂᕿᑦᑎᐊᕙᓕᕆᓂᕐᒧᑦ	ᓂᕿ@ᑦᑎᐊᕙ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐱᓕᕆᖃᑎᖃᑦᓯᐊᕋᕕᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᑦᓯᐊ@ᕋᕕᑦ
ᓴᕆᒪᓇᓚᐅᖅᐳᖅ	ᓴᕆᒪ@ᓇ@ᓚᐅᖅ@ᐳᖅ
ᐅᖁᐃᔭᐃᓂᕐᒧᑦ	ᐅᖁ@ᐃᔭ@ᐃ@ᓂᕐ@ᒧᑦ
ᐱᔪᓐᓇᒻᒪᕆᑦᑐᒥᑦ	ᐱ@ᔪᓐᓇ@ᒻᒪᕆᑦ@ᑐ@ᒥᑦ
ᐅᑎᕐᓂᖓᓂᑦ	ᐅᑎᕐ@ᓂ@ᖓᓂᑦ
ᐃᓪᓗᒌᖕᒪᑎᒃ	ᐃᓪᓗ@ᒌᖕ@ᒪᑎᒃ
ᐋᖅᑭᒃᓱᐃᔪᓐᓇᕐᒥᔪᖅ	ᐋᖅᑭᒃ@ᓱ@ᐃ@ᔪᓐᓇᕐ@ᒥ@ᔪᖅ
ᐃᓚᐅᔪᖃᖅᑲᐅᖕᒪᑦ	ᐃᓚ@ᐅ@ᔪ@ᖃ@ᖅᑲᐅ@ᖕᒪᑦ
ᑭᐳᑉᐸᑎᒃ	ᑭᐳᑉ@ᐸᑎᒃ
ᐱᒋᐊᖅᑎᑕᐅᔪᖃᖅᑲᐅᕗᖅ	ᐱ@ᒋᐊᖅ@ᑎ@ᑕ@ᐅ@ᔪ@ᖃ@ᖅᑲᐅ@ᕗᖅ
ᓄᑕᐅᖏᑦᑐᑐᖃᐅᒻᒪᑦ	ᓄ@ᑕ@ᐅ@ᖏᑦ@ᑐ@ᑐᖃ@ᐅ@ᒻᒪᑦ
ᕿᒥᕐᕈᔭᐅᓂᒥᓂᕐᒧᑦ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᓂ@ᒥᓂᕐ@ᒧᑦ
